id_trc,rue_nom,rue_de,rue_a,id_trc_pair,rule_pair_1,rule_pair_2,id_trc_impair,rule_impair_1,rule_impair_2
1601402,Willibrord,Verdun,Bannantyne,16014022,MTLVER-NP,MTLVER-37,16014021,MTLVER-07,MTLVER-35
1601404,Willibrord,Wellington,Verdun,16014042,MTLVER-18,MTLVER-37,16014041,MTLVER-07,MTLVER-35
1601612,Woodland,Bannantyne,Champlain,16016122,MTLVER-22,MTLVER-36,16016121,MTLVER-26,MTLVER-39
4010484,Woodland,Champlain,Limite Montréal,40104842,MTLVER-ARR,,40104841,MTLVER-ARR,
1601480,Woodland,Lasalle,Wellington,16014802,MTLVER-TAXI,,16014801,MTLVER-NP,
1601489,Woodland,Verdun,Bannantyne,16014892,MTLVER-22,MTLVER-36,16014891,MTLVER-26,MTLVER-39
1601481,Woodland,Wellington,Verdun,16014812,MTLVER-22,MTLVER-36,16014811,MTLVER-26,MTLVER-39
"1609724,4005300,4005299",Abélard (parc),Ile-des-Sœurs,Cul-de-sac (sud),"16097242,40053002,40052992",MTLVER-NP,,"16097241,40053001,40052991",MTLVER-NP,
"1609743,4005305,4005306",Abélard (rive),Ile-des-Sœurs,Cul-de-sac (nord),"16097432,40053052,40053062",MTLVER-51,MTLVER-37,"16097431,40053051,40053061",MTLVER-NP,
4008117,André-Prévost,André-Prévost,Serge-Garant (ouest),40081172,MTLVER-51,MTLVER-32,40081171,MTLVER-52,MTLVER-33
4007395,André-Prévost,Serge-Garant,Pointe-sud,40073952,MTLVER-51,MTLVER-32,40073951,MTLVER-52,MTLVER-33
4007393,André-Prévost,Serge-Garant (est),Serge-Garant,40073932,MTLVER-51,MTLVER-32,40073931,MTLVER-52,MTLVER-33
4008133,André-Prévost,Serge-Garant (ouest),Serge-Garant (est),40081332,MTLVER-51,MTLVER-32,40081331,MTLVER-52,MTLVER-33
"1609718,4005292,4005291",Berlioz (parc),Berlioz,Cul-de-sac (est) 3,"16097182,40052922,40052912",MTLVER-NP,,"16097181,40052921,40052911",MTLVER-51,MTLVER-32
"1609730,4005297,4005298",Berlioz (parc),Berlioz,Cul-de-sac (nord) 1,"16097302,40052972,40052982",MTLVER-51,MTLVER-32,"16097301,40052971,40052981",MTLVER-NP,
"1609719,4005294,4005293",Berlioz (parc),Berlioz,Cul-de-sac (sud) 2,"16097192,40052942,40052932",MTLVER-52,MTLVER-33,"16097191,40052941,40052931",MTLVER-NP,MTLVER-32
1609723,Berlioz (parc),Ile-des-Soeurs,Berlioz,16097232,MTLVER-52,MTLVER-33,16097231,MTLVER-NP,MTLVER-32
4000208,Berlioz (rive),Fleuve (cours),Gabrielle-Roy,40002082,MTLVER-52,MTLVER-33,40002081,MTLVER-51,MTLVER-32
1609747,Berlioz (rive),Fontaine,Landreville,16097472,MTLVER-52,MTLVER-33,16097471,MTLVER-51,MTLVER-32
4000209,Berlioz (rive),Gabrielle-Roy,Terry-Fox (nord),40002092,MTLVER-52,MTLVER-33,40002091,MTLVER-51,MTLVER-32
1609734,Berlioz (rive),Landreville,Wilson,16097342,MTLVER-52,MTLVER-33,16097341,MTLVER-51,MTLVER-32
4000615,Berlioz (rive),René-Lévesque,Fleuve (cours),40006152,MTLVER-52,MTLVER-33,40006151,MTLVER-51,MTLVER-32
1609756,Berlioz (rive),Soleil,Fontaine,16097562,MTLVER-52,MTLVER-33,16097561,MTLVER-51,MTLVER-32
1609768,Berlioz (rive),Terry-Fox (nord),Terry-Fox (sud),16097682,MTLVER-52,MTLVER-33,16097681,MTLVER-51,MTLVER-32
1609749,Berlioz (rive),Terry-Fox (sud),Soleil,16097492,MTLVER-52,MTLVER-33,16097491,MTLVER-51,MTLVER-32
1609737,Berlioz (rive),Wilson,Ile-des-Soeurs,16097372,MTLVER-52,MTLVER-33,16097371,MTLVER-51,MTLVER-32
4000200,Bruyères,Fleuve (cours),Cul-de-sac,40002002,MTLVER-NP,,40002001,MTLVER-52,MTLVER-33
"4005801,4005802",Bruyères (îlot),Fleuve (cours),Cul-de-sac,"40058012,40058022",MTLVER-51,MTLVER-32,"40058011,40058021",MTLVER-NP,
4001517,Camélias,Golf,Savoyanne,40015172,MTLVER-52,MTLVER-35,40015171,MTLVER-51,MTLVER-37
"4001516,4001515",Camélias,Savoyanne,Vigne,"40015162,40015152",MTLVER-52,MTLVER-35,"40015161,40015151",MTLVER-51,MTLVER-37
"4001512,4001514",Camélias,Vigne,Grande-Allée,"40015122,40015142",MTLVER-52,MTLVER-35,"40015121,40015141",MTLVER-51,MTLVER-37
4001518,Camélias (ilot),Savoyanne,Grande-Allée,40015182,MTLVER-NP,,40015181,MTLVER-51,MTLVER-37
4007397,Claude-Vivier,Pointe-sud,André-Prévost,40073972,MTLVER-51,MTLVER-32,40073971,MTLVER-52,MTLVER-33
"1609825,1614524,4012139",Club-Marin,Marguerite-Bourgeoys,Forêt,"16098252,16145242,40121392",MTLVER-53,,"16098251,16145241,40121391",MTLVER-55,
"1609888,1609887",Club-Marin (ilôt),Club-Marin,Club-Marin,"16098882,16098872",MTLVER-NP,,"16098881,16098871",MTLVER-53,
4001525,Colibris (rue privée),Passereaux,Cul-de-sac,40015252,MTLVER-PRIV,,40015251,MTLVER-PRIV,
"1609776,4010622,4010624,4010626,4010623,4010625,4010627",Commerce,Levert,Stationnement (sud),"16097762,40106222,40106242,40106262",MTLVER-NP,,"16097761,40106231,40106251,40106271",MTLVER-NP,
1609769,Commerce,René-Lévesque,Levert,16097692,MTLVER-NP,,16097691,MTLVER-NP,
"1609761,1609762",Commerce,Stationnement (nord-2),Ile-des-Soeurs,"16097612,16097622",MTLVER-NP,,"16097611,16097621",MTLVER-NP,
"4006884,4010633",Commerce,Stationnement (sud),Stationnement (nord-2),"40068842,40106332",MTLVER-NP,,"40068841,40106331",MTLVER-NP,
"1609787,4006883",Commerce,Stationnement (sud),Stationnement (sud),"16097872,40068832",MTLVER-NP,,"16097871,40068831",MTLVER-NP,
"4010630,4010631",Commerce (stat. nord-1) (Croix rouge),Commerce,Commerce,"40106302,40106312",MTLVER-05,MTLVER-36,"40106301,40106311",MTLVER-25,MTLVER-39
1609781,Commerce (stat. nord-2) (Garderie),Commerce,Cul-de-sac,16097812,MTLVER-54,,16097811,MTLVER-NP,
1609780,Commerce (stat. sud) (Provigo),Commerce,Commerce,16097802,MTLVER-NP,,16097801,MTLVER-NP,
"1609717,4005295,4005296",Corot (parc),Ile-des-Soeurs,Cul-de-sac,"16097172,40052952,40052962",MTLVER-NP,,"16097171,40052951,40052961",MTLVER-51,MTLVER-37
1609744,Corot (rive),Wilson,Ile-des-Soeurs,16097442,MTLVER-52,MTLVER-35,16097441,MTLVER-51,MTLVER-37
1609735,Corot (rive),Wilson,Wilson,16097352,MTLVER-52,MTLVER-35,16097351,MTLVER-51,MTLVER-37
"1609687,4005289,4005290",Darwin (parc),Ile-des-Soeurs,Cul-de-sac,"16096872,40052892,40052902",MTLVER-NP,,"16096871,40052891,40052901",MTLVER-NP,
1609714,Darwin (rive),Ile-des-Soeurs,Cul-de-sac,16097142,MTLVER-NP,,16097141,MTLVER-NP,
"1609695,4005273,4005274",De Gaspé (parc),De Gaspé,Cul-de-sac (est) 1,"16096952,40052732,40052742",MTLVER-51,MTLVER-32,"16096951,40052731,40052741",MTLVER-NP,
"1609671,4005871,4005872",De Gaspé (parc),De Gaspé,Cul-de-sac (nord) 3,"16096712,40058712,40058722",MTLVER-52,MTLVER-33,"16096711,40058711,40058721",MTLVER-51,MTLVER-32
"1609674,4005269,4005270",De Gaspé (parc),De Gaspé,Cul-de-sac (ouest) 4,"16096742,40052692,40052702",MTLVER-52,MTLVER-33,"16096741,40052691,40052701",MTLVER-51,MTLVER-32
"1609675,4005271,4005272",De Gaspé (parc),De Gaspé,Cul-de-sac (sud) 2,"16096752,40052712,40052722",MTLVER-52,MTLVER-33,"16096751,40052711,40052721",MTLVER-51,MTLVER-32
1609672,De Gaspé (parc),De Gaspé,Grand-Duc,16096722,MTLVER-52,MTLVER-33,16096721,MTLVER-51,MTLVER-32
1609673,De Gaspé (parc),Grand-Duc,De Gaspé,16096732,MTLVER-52,MTLVER-33,16096731,MTLVER-51,MTLVER-32
1609676,De Gaspé (parc),Ile-des-Soeurs,De Gaspé,16096762,MTLVER-52,MTLVER-33,16096761,MTLVER-51,MTLVER-32
"1609816,1609878,4002935",De la Noue,De la Noue,Cul-de-sac (nord) 1,"16098162,16098782,40029352",MTLVER-52,MTLVER-35,"16098161,16098781,40029351",MTLVER-51,MTLVER-37
"1609815,4002934",De la Noue,De la Noue,Cul-de-sac (ouest) 2,"16098152,40029342",MTLVER-NP,,"16098151,40029341",MTLVER-NP,
4001419,De la Noue,Dupret,Dupret,40014192,MTLVER-52,MTLVER-35,40014191,MTLVER-51,MTLVER-37
4001719,De la Noue,Dupret,Mélilot,40017192,MTLVER-52,MTLVER-35,40017191,MTLVER-51,MTLVER-37
4001418,De la Noue,Grande-Allée,Dupret,40014182,MTLVER-52,MTLVER-35,40014181,MTLVER-51,MTLVER-37
1609880,De la Noue,Marie-Le Ber,De la Noue,16098802,MTLVER-52,MTLVER-35,16098801,MTLVER-51,MTLVER-37
4001718,De la Noue,Mélilot,Marie-Le Ber,40017182,MTLVER-52,MTLVER-35,40017181,MTLVER-51,MTLVER-37
4011016,de la Rotonde,Jacques-LeBer,Pointe-nord,40110162,MTLVER-25,MTLVER-39,40110161,MTLVER-05,MTLVER-36
4012145,de la Rotonde,Pointe-nord,Nouvelle rue,40121452,MTLVER-25,MTLVER-39,40121451,MTLVER-05,MTLVER-36
4012144,Nouvelle rue,de la Rotonde,Jacques-LeBer,40121442,MTLVER-25,MTLVER-39,40121441,MTLVER-05,MTLVER-36
"4001417,1609802",Dupret,De la Noue,De la Noue,"40014172,16098022",MTLVER-51,MTLVER-37,"40014171,16098021",MTLVER-52,MTLVER-35
"4000451,4002921",Dupret (ilôt),Dupret,Dupret,"40004512,40029212",MTLVER-ARR,,"40004511,40029211",MTLVER-NP,
"1609686,4005283,4005284",Elgar (parc),Elgar,Cul-de-sac (est) 1,"16096862,40052832,40052842",MTLVER-51,MTLVER-32,"16096861,40052831,40052841",MTLVER-NP,
"1609685,4005286,4005285",Elgar (parc),Elgar,Cul-de-sac (nord) 2,"16096852,40052862,40052852",MTLVER-ARR,,"16096851,40052861,40052851",MTLVER-ARR,
1609684,Elgar (parc),Elgar,Cul-de-sac (ouest) 3,16096842,MTLVER-52,MTLVER-33,16096841,MTLVER-51,MTLVER-32
1609683,Elgar (parc),Ile-des-Soeurs,Elgar,16096832,MTLVER-52,MTLVER-33,16096831,MTLVER-51,MTLVER-32
"1609681,4005282,4005281",Elgar (rive),Ile-des-Sœurs,Cul-de-sac (sud),"16096812,40052822,40052812",MTLVER-NP,,"16096811,40052821,40052811",MTLVER-NP,
"4000227,4001411,4001412,4005878,4005877",Fauvettes,Passereaux,Cul-de-sac,"40002272,40014112,40014122,40058782,40058772",MTLVER-52,MTLVER-35,"40002271,40014111,40014121,40058781,40058771",MTLVER-51,MTLVER-37
4001409,Fauvettes (bretelle),Passereaux,Fauvettes,40014092,MTLVER-52,MTLVER-35,40014091,MTLVER-NP,
1609755,Ferland,O'reilly,Cul-de-sac,16097552,MTLVER-51,MTLVER-37,16097551,MTLVER-52,MTLVER-35
4001425,Fleuve,Bruyères,Berlioz,40014252,MTLVER-51,MTLVER-32,40014251,MTLVER-52,MTLVER-33
4004691,Fleuve,Fougères,Primevères,40046912,MTLVER-51,MTLVER-32,40046911,MTLVER-52,MTLVER-33
4000206,Fleuve,Primevères,Bruyères,40002062,MTLVER-51,MTLVER-32,40002061,MTLVER-52,MTLVER-33
,Fleuve,René-Levesque,Fougères,,MTLVER-NP,,,MTLVER-ARR,
1609746,Fontaine,Berlioz,Cul-de-sac,16097462,MTLVER-51,MTLVER-32,16097461,MTLVER-52,MTLVER-33
4001531,Forêt,Club-Marin,Jardins comm.,40015312,MTLVER-ARR,,40015311,MTLVER-ARR,
4000221,Forêt,Huards,Club-Marin,40002212,MTLVER-52,MTLVER-44,40002211,MTLVER-51,MTLVER-38
4000222,Forêt,Huards,Huards,40002222,MTLVER-52,MTLVER-44,40002221,MTLVER-51,MTLVER-38
4000218,Forêt,Mésanges,Tourterelles,40002182,MTLVER-52,MTLVER-44,40002181,MTLVER-51,MTLVER-38
4000220,Forêt,Tourterelles,Huards,40002202,MTLVER-52,MTLVER-44,40002201,MTLVER-51,MTLVER-38
4000219,Forêt,Tourterelles,Tourterelles,40002192,MTLVER-52,MTLVER-44,40002191,MTLVER-51,MTLVER-38
4000214,Forêt (est),Marguerite-Bourgeoys,Mésanges,40002142,MTLVER-NP,,40002141,MTLVER-NP,
4000215,Forêt (ouest),Marguerite-Bourgeoys,Mésanges,40002152,MTLVER-NP,,40002151,MTLVER-NP,
4004408,Fougères (rue privée),Fleuve,Cul-de-sac,40044082,MTLVER-PRIV,,40044081,MTLVER-PRIV,
1609680,François (parc),Ile-des-Soeurs,Cul-de-sac (nord),16096802,MTLVER-51,MTLVER-37,16096801,MTLVER-NP,
1609700,François (rive),Ile-des-Sœurs,Cul-de-sac (sud),16097002,MTLVER-51,MTLVER-37,16097001,MTLVER-NP,
4001420,Gabrielle-Roy (rue privée),Berlioz,Cul-de-sac,40014202,MTLVER-PRIV,,40014201,MTLVER-PRIV,
"1609864,1609867,1609871,4004952,1609868,1609872",Golf,Ile-des-Soeurs,Vigne,"40049522,16098682,16098722",MTLVER-51,MTLVER-36,"16098641,16098671,16098711",MTLVER-52,MTLVER-39
"4010703,4010704,4010705,4010706",Golf,Marie-Le Ber,William-Paul,"40107032,40107052,40107062",MTLVER-NP,,"40107031,40107041,40107051",MTLVER-NP,
"1609824,4006498,4006497",Golf,Roland-Jeanneau,Marguerite-Bourgeoys,"16098242,40064982",MTLVER-NP,,"16098241,40064971",MTLVER-56,MTLVER-39
"1609871,4004951",Golf,Vigne,Marie-Le Ber,40049512,MTLVER-51,MTLVER-36,,MTLVER-NP,
1609823,Golf,William-Paul,Roland-Jeanneau,16098232,MTLVER-NP,,16098231,MTLVER-NP,
1609820,Golf,William-Paul,William-Paul,16098202,MTLVER-NP,,16098201,MTLVER-NP,
1609694,Grand-Duc,De Gaspé,Grand-Duc,16096942,MTLVER-52,MTLVER-33,16096941,MTLVER-NP,
"4005275,4005276",Grand-Duc (îlot),Grand-Duc (îlot),Grand-Duc (îlot),"40052752,40052762",MTLVER-55,,"40052751,40052761",MTLVER-53,
4000211,Grande Allée,De la Noue,Marie-Le Ber,40002112,MTLVER-51,MTLVER-37,40002111,MTLVER-52,MTLVER-35
4001439,Grande Allée (nord),Ile-des-Soeurs,De la Noue,40014392,MTLVER-NP,,40014391,MTLVER-52,MTLVER-35
1609750,Grande Allée (sud),Ile-des-Soeurs,De la Noue,16097502,MTLVER-51,MTLVER-37,16097501,MTLVER-NP,
1609678,Hall,Ile-des-Soeurs,Cul-de-sac,16096782,MTLVER-NP,,16096781,MTLVER-NP,
4000223,Huards,Forêt,Forêt,40002232,MTLVER-51,MTLVER-37,40002231,MTLVER-52,MTLVER-35
1609742,Ile-des-Sœurs (bretelle),Marguerite-Bourgeoys,Ile-des-Sœurs (est),16097422,MTLVER-ARR,,16097421,MTLVER-ARR,
1609752,Ile-des-Sœurs (est),Abélard,Berlioz,16097522,MTLVER-NP,,16097521,MTLVER-NP,
1609727,Ile-des-Sœurs (est),Berlioz,Corot,16097272,MTLVER-NP,,16097271,MTLVER-NP,
1609738,Ile-des-Sœurs (est),Corot,Darwin,16097382,MTLVER-NP,,16097381,MTLVER-NP,
1609704,Ile-des-Sœurs (est),Darwin,Elgar,16097042,MTLVER-NP,,16097041,MTLVER-NP,
1609697,Ile-des-Sœurs (est),De Gaspé,Hall,16096972,MTLVER-NP,,16096971,MTLVER-51,MTLVER-38
1609716,Ile-des-Sœurs (est),Elgar,François,16097162,MTLVER-NP,,16097161,MTLVER-NP,
1609702,Ile-des-Sœurs (est),François,De Gaspé,16097022,MTLVER-NP,,16097021,MTLVER-NP,
4006268,Ile-des-Sœurs (est),Grande-Allée,Marguerite-Bourgeoys,40062682,MTLVER-ARR,,40062681,MTLVER-ARR,
4004693,Ile-des-Sœurs (est),Hall,Pointe-sud,40046932,MTLVER-NP,,40046931,MTLVER-NP,
4011591,Ile-des-Sœurs (est),Limite de la ville,Place du commerce,40115912,MTLVER-ARR,,40115911,MTLVER-ARR,
1609739,Ile-des-Sœurs (est),Marguerite-Bourgeoys,Abélard,16097392,MTLVER-ARR,,16097391,MTLVER-ARR,
4006267,Ile-des-Sœurs (est),Place du commerce,René-Lévesque,40062672,MTLVER-ARR,,40062671,MTLVER-ARR,
4006268,Ile-des-Sœurs (est),René-Lévesque,Grande-Allée,40062682,MTLVER-ARR,,40062681,MTLVER-ARR,
1609726,Ile-des-Sœurs (ouest),Abélard,Berlioz,16097262,MTLVER-NP,,16097261,MTLVER-ARR,
1609728,Ile-des-Sœurs (ouest),Berlioz,Corot,16097282,MTLVER-NP,,16097281,MTLVER-NP,
1609713,Ile-des-Sœurs (ouest),Corot,Darwin,16097132,MTLVER-NP,,16097131,MTLVER-NP,
1609705,Ile-des-Sœurs (ouest),Darwin,Elgar,16097052,MTLVER-NP,,16097051,MTLVER-NP,
1609698,Ile-des-Sœurs (ouest),De Gaspé,Hall,16096982,MTLVER-NP,,16096981,MTLVER-52,MTLVER-44
1609715,Ile-des-Sœurs (ouest),Elgar,François,16097152,MTLVER-NP,,16097151,MTLVER-NP,
1609703,Ile-des-Sœurs (ouest),François,De Gaspé,16097032,MTLVER-NP,,16097031,MTLVER-NP,
1609796,Ile-des-Sœurs (ouest),Grande-Allée,Marguerite-Bourgeoys,16097962,MTLVER-ARR,,16097961,MTLVER-ARR,
4004692,Ile-des-Sœurs (ouest),Hall,Pointe-sud,40046922,MTLVER-NP,,40046921,MTLVER-NP,
1609859,Ile-des-Sœurs (ouest),Limite de la ville,Place du commerce,16098592,MTLVER-ARR,,16098591,MTLVER-ARR,
1609741,Ile-des-Sœurs (ouest),Marguerite-Bourgeoys,Abélard,16097412,MTLVER-ARR,,16097411,MTLVER-ARR,
4006266,Ile-des-Sœurs (ouest),Place du commerce,René-Lévesque,40062662,MTLVER-ARR,,40062661,MTLVER-ARR,
4006274,Ile-des-Sœurs (ouest),René-Lévesque,Grande-Allée,40062742,MTLVER-ARR,,40062741,MTLVER-ARR,
4001495,Jacques-Le Ber,Pointe-nord,Cul-de-sac,40014952,MTLVER-25,MTLVER-39,40014951,MTLVER-05,MTLVER-36
"4012142,4012143",Jacques-Le Ber,René-Lévesque,Pointe-nord,"40121422,40121432",MTLVER-NP,,"40121421,40121431",MTLVER-05,MTLVER-36
1609720,Landreville,Berlioz,Cul-de-sac,16097202,MTLVER-51,MTLVER-32,16097201,MTLVER-52,MTLVER-33
1609790,Levert,René-Lévesque,Commerce,16097902,MTLVER-52,MTLVER-33,16097901,MTLVER-51,MTLVER-32
,Marguerite-Bourgeoys,Club-Marin,Golf,,MTLVER-ARR,,,MTLVER-ARR,
1609883,Marguerite-Bourgeoys,Marie-Le Ber,Club-Marin,16098832,MTLVER-ARR,,16098831,MTLVER-ARR,
"4001413,4001414,4001415",Marguerite-Bourgeoys,Passereaux,Marie-Le Ber,"40014132,40014152",MTLVER-52,MTLVER-39,"40014141,40014131",MTLVER-ARR,
4001416,Marguerite-Bourgeoys (nord),Ile-des-Soeurs,Passereaux,40014162,MTLVER-ARR,,40014161,MTLVER-ARR,
4000229,Marguerite-Bourgeoys (sud),Ile-des-Soeurs,Passereaux,40002292,MTLVER-ARR,,40002291,MTLVER-ARR,
1609804,Marie-Le Ber,Cul-de-sac,Métairie,16098042,MTLVER-52,MTLVER-35,16098041,MTLVER-51,MTLVER-37
1609808,Marie-Le Ber,Métairie,De la Noue,16098082,MTLVER-NP,,16098081,MTLVER-NP,
1609806,Marie-Le Ber,Métairie,Métairie,16098062,MTLVER-52,MTLVER-35,16098061,MTLVER-51,MTLVER-37
1609799,Marie-Le Ber (est),De la Noue,Marguerite-Bourgeoys,16097992,MTLVER-NP,,16097991,MTLVER-NP,
1609800,Marie-Le Ber (ouest),De la Noue,Marguerite-Bourgeoys,16098002,MTLVER-NP,,16098001,MTLVER-NP,
4001720,Mélilot (rue privée),De la Noue,Cul-de-sac,40017202,MTLVER-PRIV,,40017201,MTLVER-PRIV,
4000217,Mésanges,Forêt,Cul-de-sac,40002172,MTLVER-51,MTLVER-37,40002171,MTLVER-52,MTLVER-35
1609801,Métairie,Marie-Le Ber,Marie-Le Ber,16098012,MTLVER-51,MTLVER-37,16098011,MTLVER-52,MTLVER-35
1609814,Nautoniers,Marie-Le Ber,Cul-de-sac,16098142,MTLVER-ARR,,16098141,MTLVER-NP,
4004414,Orée-du-bois,Pointe-sud,Orée-du-bois Est,40044142,MTLVER-51,MTLVER-32,40044141,MTLVER-52,MTLVER-33
4004415,Orée-du-bois Est,Orée-du-bois,Cul-de-sac,40044152,MTLVER-52,MTLVER-33,40044151,MTLVER-51,MTLVER-32
"4004416,4008140",Orée-du-bois Ouest,Orée-du-bois,Cul-de-sac,"40044162,40081402",MTLVER-51,MTLVER-32,"40044161,40081401",MTLVER-52,MTLVER-33
1609757,O'Reilly,Berlioz,Ferland,16097572,MTLVER-51,MTLVER-37,16097571,MTLVER-52,MTLVER-35
1609745,O'Reilly,Ferland,Cul-de-sac,16097452,MTLVER-51,MTLVER-37,16097451,MTLVER-52,MTLVER-35
4006100,Parulines,Pointe-sud,Pointe-sud,40061002,MTLVER-51,MTLVER-32,40061001,MTLVER-52,MTLVER-33
4001526,Passereaux,Colibris,Roselins,40015262,MTLVER-51,MTLVER-37,40015261,MTLVER-52,MTLVER-35
4000226,Passereaux,Fauvettes,Forêt,40002262,MTLVER-51,MTLVER-37,40002261,MTLVER-52,MTLVER-35
4001408,Passereaux,Fauvettes (bretelle),Fauvettes,40014082,MTLVER-51,MTLVER-37,40014081,MTLVER-52,MTLVER-35
4001528,Passereaux,Marguerite-Bourgeoys,Colibris,40015282,MTLVER-51,MTLVER-37,40015281,MTLVER-52,MTLVER-35
,Passereaux,Roselins,Fauvettes (bretelle),,MTLVER-51,MTLVER-37,,MTLVER-52,MTLVER-35
,Passereaux (ilot),Roselins,Fauvettes,,MTLVER-NP,,,MTLVER-52,MTLVER-35
,Passereaux (ilot),Roselins,Fauvettes,,MTLVER-NP,,,MTLVER-52,MTLVER-35
4008219,Pointe-nord,Carrefour A. G. Bell,Jacques-LeBer,40082192,MTLVER-ARR,,40082191,MTLVER-ARR,
4011015,Pointe-nord,Jacques-LeBer,de la Rotonde,40110152,MTLVER-05,MTLVER-36,40110151,MTLVER-25,MTLVER-39
4007392,Pointe-sud,Claude-Vivier,André-Prévost,40073922,MTLVER-51,MTLVER-32,40073921,MTLVER-52,MTLVER-33
4004409,Pointe-sud,Île-des-Sœurs,Sommets,40044092,MTLVER-51,MTLVER-32,40044091,MTLVER-52,MTLVER-33
4004566,Pointe-sud,Orée-du-bois,Sommets,40045662,MTLVER-51,MTLVER-32,40045661,MTLVER-52,MTLVER-33
"4008126,4008124",Pointe-sud,Parulines,Claude-Vivier,"40081262,40081242",MTLVER-51,MTLVER-32,"40081261,40081241",MTLVER-52,MTLVER-33
4007390,Pointe-sud,Parulines,Parulines,40073902,MTLVER-51,MTLVER-32,40073901,MTLVER-52,MTLVER-33
4004413,Pointe-sud,Sommets,Orée-du-bois,40044132,MTLVER-51,MTLVER-32,40044131,MTLVER-52,MTLVER-33
4004411,Pointe-sud,Sommets,Parulines,40044112,MTLVER-51,MTLVER-32,40044111,MTLVER-52,MTLVER-33
4000204,Primeveres,Fleuve,Cul-de-sac,40002042,MTLVER-51,MTLVER-32,40002041,MTLVER-52,MTLVER-33
,Primeveres (îlot),Fleuve,Cul-de-sac,,MTLVER-51,MTLVER-32,,MTLVER-NP,
4001544,Prunelle,Vigne,Cul-de-sac,40015442,MTLVER-51,MTLVER-37,40015441,MTLVER-52,MTLVER-35
,René-Lévesque (nord / bretelle),René-Lévesque,Ile-des-Soeurs,,MTLVER-ARR,,,MTLVER-ARR,
"4010634,4010635,4010636",René-Lévesque (nord),Commerce,Ile-des-Soeurs,,,,"40106341,40106351,40106361",MTLVER-ARR,
4000616,René-Lévesque (nord),Fleuve,Commerce,40006162,MTLVER-ARR,,40006161,MTLVER-25,MTLVER-43
4008412,René-Lévesque (nord),Jacques-Le Ber,pont Champlain,40084122,MTLVER-ARR,,40084121,MTLVER-ARR,
4000202,René-Lévesque (nord),Levert,Fleuve (cours),40002022,MTLVER-ARR,,40002021,MTLVER-25,MTLVER-43
4000210,René-Lévesque (nord),pont Champlain,Levert,40002102,MTLVER-ARR,,40002101,MTLVER-25,MTLVER-43
,René-Lévesque (sud / bretelle),René-Lévesque,Ile-des-Soeurs,,MTLVER-ARR,,,MTLVER-ARR,
4001816,René-Lévesque (sud),Fleuve,Commerce,40018162,MTLVER-ARR,,40018161,MTLVER-ARR,
4001494,René-Lévesque (sud),Jacques-Le Ber,pont Champlain,40014942,MTLVER-ARR,,40014941,MTLVER-ARR,
4001817,René-Lévesque (sud),Levert,Fleuve (cours),40018172,MTLVER-ARR,,40018171,MTLVER-ARR,
4001818,René-Lévesque (sud),pont Champlain,Levert,40018182,MTLVER-ARR,,40018181,MTLVER-ARR,
,Roland-Jeanneau,Roland-Jeanneau,Cul-de-sac (est),,MTLVER-NP,,,MTLVER-NP,
,Roland-Jeanneau,Roland-Jeanneau,Cul-de-sac (ouest),,MTLVER-NP,,,MTLVER-NP,
1609822,Roland-Jeanneau,Roland-Jeanneau,Golf,16098222,MTLVER-52,MTLVER-33,16098221,MTLVER-51,MTLVER-32
1609874,Roland-Jeanneau,William-Paul,Roland-Jeanneau,16098742,MTLVER-52,MTLVER-33,16098741,MTLVER-51,MTLVER-32
4001529,Roselins,Passereaux,Cul-de-sac,40015292,MTLVER-52,MTLVER-35,40015291,MTLVER-51,MTLVER-37
4001542,Sagittaire,Vigne,Cul-de-sac,40015422,MTLVER-51,MTLVER-37,40015421,MTLVER-52,MTLVER-35
4001513,Savoyanne,Marie-Le Ber,Marie-Le Ber,40015132,MTLVER-52,MTLVER-35,40015131,MTLVER-51,MTLVER-37
"4007398,4008132",Serge-Garant,André-Prévost,Serge-Garant,"40073982,40081322",MTLVER-51,MTLVER-32,"40073981,40081321",MTLVER-52,MTLVER-33
4000224,Sittelles,Forêt,Forêt,40002242,MTLVER-51,MTLVER-37,40002241,MTLVER-52,MTLVER-35
1609748,Soleil,Berlioz,Soleil,16097482,MTLVER-51,MTLVER-32,16097481,MTLVER-52,MTLVER-33
"4005307,4005308",Soleil,Soleil,Soleil,"40053072,40053082",MTLVER-51,MTLVER-32,"40053071,40053081",MTLVER-52,MTLVER-33
4004567,Sommets,Pointe-sud,Pointe-sud,40045672,MTLVER-52,MTLVER-33,40045671,MTLVER-51,MTLVER-32
1609773,Terry-Fox,Berlioz,Berlioz,16097732,MTLVER-51,MTLVER-32,16097731,MTLVER-52,MTLVER-33
4000225,Tourterelles,Forêt,Forêt,40002252,MTLVER-51,MTLVER-37,40002251,MTLVER-52,MTLVER-35
4004950,Vigne,Golf,Prunelle,40049502,MTLVER-51,MTLVER-37,40049501,MTLVER-52,MTLVER-35
4001520,Vigne,Prunelle,Vigne,40015202,MTLVER-51,MTLVER-37,40015201,MTLVER-52,MTLVER-35
4001522,Vigne,Sagittaire,Cul-de-sac,40015222,MTLVER-51,MTLVER-37,40015221,MTLVER-52,MTLVER-35
4001519,Vigne,Vigne,Marie-Le Ber,40015192,MTLVER-51,MTLVER-37,40015191,MTLVER-52,MTLVER-35
